דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,2,2018,4,17.6,165,97,71,58,72,252,626,892,873,929,1043,1135,1191,1177,1228,1409,1371,1076,970,842,727,613,447,355
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,0,2019,8,38.5,561,280,216,149,190,578,1345,1840,1917,1978,2224,2399,2629,2538,2663,2808,2575,2323,2146,1786,1571,1314,1482,976
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,2,2019,8,19.2,281,140,108,74,95,289,672,920,959,989,1112,1200,1314,1269,1331,1404,1287,1162,1073,893,785,657,741,488
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,0,2020,3,34.0,606,326,197,153,141,194,678,1583,2156,1941,1986,2136,2189,2279,2240,2354,2328,2222,2050,1769,1584,1215,892,813
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,1,2020,3,17.1,360,183,110,75,67,81,241,591,841,832,907,1067,1175,1255,1222,1237,1301,1191,1038,908,813,659,499,446
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,2,2020,3,16.9,246,143,87,78,73,113,438,992,1315,1108,1079,1068,1015,1024,1018,1117,1027,1031,1012,862,771,557,393,367
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,0,2021,8,36.8,693,394,242,164,183,544,1430,1945,1950,1948,2117,2257,2380,2245,2296,2315,2366,2259,2065,1911,1692,1287,1171,959
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,1,2021,8,18.5,377,226,133,92,83,204,527,736,816,899,1034,1123,1340,1222,1197,1295,1286,1174,1097,993,853,686,602,525
דרך 4 קטע 200 מק''מ 161.4 עד ק''מ 162.7 מצומת חרושת עד צומת נחל חדרה מקום הצבה 161.7,2,2021,8,18.3,316,168,109,72,100,339,903,1208,1134,1049,1084,1133,1041,1023,1099,1020,1079,1084,967,918,839,601,569,434
דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,דרך: דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,0,2017,12,36.4,343,186,139,125,274,994,1749,2525,2218,1969,1970,2080,2149,2198,2295,2584,2647,2333,2081,1656,1316,1056,845,680
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,1,2017,12,18.7,164,98,77,70,173,709,1139,1518,1358,1104,1028,1029,1033,1058,1106,1184,1165,1042,956,789,628,523,414,343
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,2,2017,12,17.7,179,88,62,55,101,285,610,1007,860,865,942,1051,1116,1140,1189,1400,1482,1291,1125,867,687,533,431,337
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,0,2018,4,36.1,368,194,130,123,218,574,1250,2054,1753,1728,1823,2051,2219,2301,2415,2897,3122,2727,2340,1721,1374,1087,907,678
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,2,2018,4,18.0,184,97,65,61,109,287,625,1027,876,864,912,1026,1109,1151,1207,1448,1561,1363,1170,860,687,543,453,339
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,0,2019,8,38.1,461,246,184,156,350,1001,1832,2452,2187,1979,2003,2093,2211,2162,2276,2648,2732,2408,2163,1771,1597,1331,1087,809
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,1,2019,8,19.2,233,130,95,89,217,681,1177,1567,1350,1117,1044,1056,1053,1002,1014,1110,1120,976,922,811,758,698,527,417
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,2,2019,8,19.0,228,116,89,67,133,319,655,885,837,863,959,1036,1158,1160,1261,1538,1612,1432,1241,960,839,633,561,393
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,0,2020,3,36.8,350,205,155,143,314,937,1772,2409,2203,2081,2076,2255,2349,2339,2398,2570,2613,2307,2022,1664,1252,1017,796,570
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,1,2020,3,18.6,159,94,73,74,198,660,1170,1470,1341,1163,1059,1120,1114,1125,1119,1122,1127,982,922,800,572,487,385,261
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,2,2020,3,18.2,191,112,82,69,116,277,602,939,863,918,1017,1136,1235,1214,1279,1449,1486,1325,1101,864,680,529,411,309
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,0,2021,1,26.0,191,103,82,88,175,633,1372,1875,1749,1533,1555,1592,1695,1742,1794,1954,1968,1700,1270,958,667,480,436,352
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,1,2021,1,12.3,104,59,39,46,58,170,416,711,637,591,670,746,823,873,919,1113,1149,992,704,503,357,254,221,191
דרך 4 קטע 210 מק''מ 162.7 עד ק''מ 167.1 מצומת נחל חדרה עד צומת אור עקיבא מקום הצבה 166.2,2,2021,1,13.6,87,44,43,42,117,463,956,1163,1112,942,886,846,872,869,874,841,819,708,566,455,310,225,214,161
דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,דרך: דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2017,12,34.4,349,178,137,113,223,878,1562,2338,2150,1917,1899,1945,2031,2087,2170,2350,2483,2169,1949,1631,1325,1082,824,642
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2017,12,17.9,162,87,77,64,139,663,1023,1457,1341,1096,1024,995,1012,999,1078,1132,1150,992,889,759,593,479,364,298
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,2,2017,12,16.6,186,91,61,49,83,215,538,881,809,822,875,951,1019,1088,1092,1218,1333,1178,1060,872,732,603,460,344
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2018,4,36.0,333,176,137,138,278,992,1745,2470,2165,1959,1963,1971,2095,2175,2270,2522,2567,2257,1962,1675,1449,1170,893,618
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2018,4,18.8,166,87,75,82,185,723,1159,1537,1356,1122,1081,1018,1050,1084,1108,1167,1177,1020,890,788,673,553,399,259
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,2,2018,4,17.2,167,89,62,56,93,269,586,933,809,837,882,953,1045,1091,1162,1356,1390,1238,1071,887,776,617,494,359
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2019,8,37.8,476,244,184,145,324,1023,1734,2357,2180,1996,2003,2103,2174,2152,2236,2535,2599,2310,2194,1828,1677,1441,1083,835
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2019,8,19.3,234,123,98,80,202,712,1125,1528,1358,1139,1062,1085,1039,1018,1007,1118,1160,1013,967,833,736,729,518,425
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,2,2019,8,18.5,242,121,86,65,123,311,609,829,822,857,942,1018,1136,1134,1229,1417,1439,1297,1226,995,940,712,564,410
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2020,6,36.8,280,177,111,117,408,1627,2574,2981,2581,2266,2013,2060,2013,2191,2182,2290,2232,1899,1675,1586,1297,989,767,520
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2020,6,18.4,140,88,55,58,204,813,1287,1491,1290,1133,1007,1030,1007,1095,1091,1145,1116,949,837,793,649,495,384,260
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2021,7,40.9,590,298,178,146,232,855,1738,2255,2422,2319,2278,2289,2422,2436,2398,2577,2673,2590,2342,2164,1903,1509,1249,1070
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2021,7,20.1,333,168,97,76,91,235,520,874,927,973,1038,1102,1240,1273,1274,1411,1458,1421,1264,1168,1065,840,669,550
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,2,2021,7,20.9,257,130,80,70,141,620,1218,1381,1495,1345,1240,1186,1181,1162,1125,1166,1215,1169,1079,996,839,669,580,520
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,0,2022,1,35.4,351,184,118,100,190,747,1528,2168,2270,2038,2059,2163,2299,2419,2432,2533,2469,2253,1881,1563,1280,1030,771,582
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,1,2022,1,17.7,201,104,61,50,64,190,486,845,893,875,984,1091,1222,1300,1282,1400,1379,1250,1030,857,727,583,444,343
דרך 4 קטע 218 מק''מ 167.1 עד ק''מ 168.7 מצומת אור עקיבא עד צומת בנימינה מקום הצבה 167.3,2,2022,1,17.8,150,80,57,50,126,557,1043,1322,1377,1164,1074,1071,1078,1119,1151,1134,1090,1003,851,706,552,447,326,239
דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5,דרך: דרך 4 קטע 22 מק''מ 63.7 עד ק''מ 64.6 מצומת אשקלון עד צומת ברכיה מקום הצבה 64.5
